Date,Price,Open,High,Low
2020-08-25,11721.8,11610.58,11723.95,11580.89
2020-08-24,11626.17,11703.34,11728.09,11535.55
2020-08-21,11555.16,11476.85,11574.79,11461.53
2020-08-20,11477.05,11277.05,11497.18,11268.46
2020-08-19,11318.64,11397.23,11440.22,11303.4
2020-08-18,11399.03,11339.76,11421.1,11279.08
2020-08-17,11288.57,11231.97,11306.47,11228.14
2020-08-14,11164.45,11187.82,11213.27,11106.93
2020-08-13,11178.37,11174.63,11271.22,11139.64
2020-08-12,11157.72,10972.07,11190.25,10970.87
2020-08-11,10876.08,11039.68,11090.92,10855.06
2020-08-10,11085.17,11153.51,11159.38,10941.87
2020-08-07,11139.39,11235.24,11276.3,11044.6
2020-08-06,11267.08,11116.49,11282.24,11090.5
2020-08-05,11125.44,11107.24,11141.68,11077.7
2020-08-04,11096.54,11048.5,11097.85,11002.54
2020-08-03,11055.08,11018.02,11085.5,10997.67
2020-07-31,10905.88,10886.36,10908.34,10707.39
2020-07-30,10715.51,10578.63,10737.03,10531.79
2020-07-29,10662.98,10602.4,10694.88,10587.2
2020-07-28,10532.5,10644.33,10662.19,10527.43
2020-07-27,10674.38,10547.11,10689.55,10527.64
2020-07-24,10483.13,10389.54,10543.42,10313.94
2020-07-23,10580.59,10853.16,10885.38,10531.21
2020-07-22,10870.75,10850.92,10910.24,10776.24
2020-07-21,10833.07,11015.54,11017.43,10800.87
2020-07-20,10952.08,10672.96,10971.52,10621.9
2020-07-17,10645.22,10651.59,10680.7,10558.78
2020-07-16,10626.46,10589.86,10658.89,10495.09
2020-07-15,10701.68,10752.11,10780.4,10570.96
2020-07-14,10689.52,10502.85,10701.88,10370.79
2020-07-13,10602.21,10951.54,11069.26,10574.56
2020-07-10,10836.33,10751.77,10842.78,10639.48
2020-07-09,10754.59,10745.87,10785.96,10574.97
2020-07-08,10666.7,10594.41,10669.13,10528.82
2020-07-07,10524.01,10595.94,10704.93,10516.63
2020-07-06,10604.06,10487.7,10625.09,10485.82
2020-07-02,10341.89,10386.38,10432.55,10328.78
2020-07-01,10279.25,10160.41,10321.77,10142.75
2020-06-30,10156.85,9970.21,10185.35,9956.83
2020-06-29,9961.16,9850.54,9965.08,9742.89
2020-06-26,9849.36,10087.08,10093.98,9837.74
2020-06-25,10101.83,10003.5,10110.29,9901.21
2020-06-24,10002.7,10183.77,10232.42,9943.24
2020-06-23,10209.82,10192.42,10306.9,10172.07
2020-06-22,10130.33,10009.0,10134.64,9989.49
2020-06-19,10008.64,10104.63,10121.67,9937.82
2020-06-18,10012.05,9972.35,10018.56,9942.11
2020-06-17,9982.48,9998.86,10058.65,9952.5
2020-06-16,9949.37,9983.65,10010.89,9801.45
2020-06-15,9776.89,9517.14,9809.41,9489.58
2020-06-12,9663.78,9785.58,9849.01,9499.09
2020-06-11,9588.48,9907.56,9978.19,9586.25
2020-06-10,10094.26,10037.98,10155.2,10022.44
2020-06-09,9967.17,9861.18,10006.9,9859.0
2020-06-08,9901.52,9805.69,9904.51,9753.87
2020-06-05,9824.39,9673.09,9846.63,9659.45
2020-06-04,9629.66,9672.17,9741.97,9577.71
2020-06-03,9704.69,9689.72,9729.69,9648.93
2020-06-02,9657.31,9603.18,9660.08,9511.88
2020-06-01,9598.89,9526.43,9609.38,9515.34
2020-05-29,9555.53,9440.64,9573.55,9379.93
2020-05-28,9416.71,9404.83,9568.89,9391.84
2020-05-27,9442.05,9366.63,9445.06,9182.45
2020-05-26,9389.98,9570.53,9570.53,9379.9
2020-05-22,9413.99,9363.67,9421.93,9325.07
2020-05-21,9377.99,9487.63,9515.05,9361.83
2020-05-20,9485.02,9415.25,9498.28,9412.83
2020-05-19,9298.54,9326.28,9422.9,9296.25
2020-05-18,9331.93,9281.36,9367.54,9248.78
2020-05-15,9152.64,8976.29,9157.46,8958.08
2020-05-14,9094.42,8946.45,9097.75,8860.77
2020-05-13,9000.08,9123.69,9209.49,8890.16
2020-05-12,9112.45,9326.06,9354.45,9109.09
2020-05-11,9298.92,9155.21,9346.27,9155.21
2020-05-08,9220.35,9165.7,9224.49,9126.97
2020-05-07,9101.88,9104.67,9136.18,9045.23
2020-05-06,8984.86,8997.02,9065.58,8950.89
2020-05-05,8930.62,8922.39,9031.0,8900.57
2020-05-04,8834.11,8683.94,8840.33,8665.4
2020-05-01,8718.18,8791.88,8887.58,8688.58
2020-04-30,9000.51,9005.24,9023.03,8920.42
2020-04-29,8982.76,8871.04,9025.82,8832.0
2020-04-28,8677.6,8913.28,8918.38,8668.67
2020-04-27,8837.66,8865.58,8887.62,8803.88
2020-04-24,8786.6,8666.57,8791.36,8599.99
2020-04-23,8641.5,8693.73,8796.49,8624.63
2020-04-22,8664.63,8575.57,8708.48,8550.61
2020-04-21,8403.0,8639.74,8663.09,8359.84
2020-04-20,8726.51,8742.54,8855.18,8725.33
2020-04-17,8832.41,8876.66,8879.24,8704.38
2020-04-16,8757.83,8689.09,8793.35,8605.51
2020-04-15,8591.96,8548.47,8666.24,8500.56
2020-04-14,8692.16,8489.27,8708.55,8470.74
2020-04-13,8332.74,8209.68,8338.15,8158.58
2020-04-09,8238.53,8284.31,8334.23,8167.93
2020-04-08,8229.54,8134.3,8254.41,8058.41
2020-04-07,8049.31,8287.47,8305.59,8043.07
2020-04-06,8081.66,7819.06,8110.66,7763.09
2020-04-03,7528.11,7631.57,7673.49,7439.78
2020-04-02,7635.66,7445.88,7641.87,7432.28
2020-04-01,7486.29,7582.78,7701.67,7423.97
2020-03-31,7813.5,7855.74,8011.6,7765.46
2020-03-30,7889.01,7678.83,7902.09,7651.43
2020-03-27,7588.37,7657.44,7817.74,7580.22
2020-03-26,7897.13,7549.83,7913.11,7549.83
2020-03-25,7469.62,7543.96,7777.61,7390.41
2020-03-24,7553.83,7349.0,7555.91,7304.39
2020-03-23,7006.92,6952.71,7145.29,6771.91
2020-03-20,6994.29,7391.21,7487.83,6969.77
2020-03-19,7288.52,7190.21,7514.13,7037.47
2020-03-18,7175.18,7023.86,7336.88,6837.53
2020-03-17,7473.95,7198.53,7550.13,6959.15
2020-03-16,7020.38,7502.26,7563.45,6993.61
2020-03-13,7995.26,7683.04,7998.51,7301.88
2020-03-12,7263.65,7452.76,7808.31,7255.62
2020-03-11,8006.12,8166.26,8224.73,7900.99
2020-03-10,8372.26,8213.97,8376.44,7942.13
2020-03-09,7948.03,7912.14,8241.77,7912.14
2020-03-06,8530.34,8395.95,8571.88,8319.9
2020-03-05,8671.66,8713.19,8864.19,8613.91
2020-03-04,8949.28,8745.64,8952.11,8669.76
2020-03-03,8594.49,8892.68,9000.46,8516.58
2020-03-02,8877.98,8569.91,8879.39,8446.5
2020-02-28,8461.83,8133.85,8490.47,8133.85
2020-02-27,8436.67,8632.54,8786.68,8430.54
2020-02-26,8873.76,8883.01,9032.88,8813.92
2020-02-25,8834.87,9167.33,9183.78,8807.11
2020-02-24,9079.63,9055.3,9194.91,9028.87
2020-02-21,9446.69,9582.54,9594.0,9406.38
2020-02-20,9627.83,9696.66,9714.23,9513.23
2020-02-19,9718.73,9683.94,9736.57,9676.07
2020-02-18,9629.8,9567.28,9647.72,9567.28
2020-02-14,9623.58,9613.88,9634.75,9583.08
2020-02-13,9595.7,9540.67,9636.41,9532.74
2020-02-12,9613.2,9569.82,9615.91,9552.03
2020-02-11,9517.86,9567.82,9600.05,9493.63
2020-02-10,9516.84,9373.2,9517.74,9373.2
2020-02-07,9401.1,9397.76,9453.24,9376.91
2020-02-06,9445.92,9395.69,9448.72,9357.86
2020-02-05,9367.48,9441.34,9442.75,9311.88
2020-02-04,9334.05,9256.94,9352.96,9224.86
2020-02-03,9126.23,9033.52,9148.5,9031.07
2020-01-31,8991.51,9169.91,9170.22,8961.59
2020-01-30,9136.09,9038.92,9140.69,9019.72
2020-01-29,9101.61,9141.52,9153.08,9067.29
2020-01-28,9090.93,9013.23,9111.32,8994.29
2020-01-27,8952.18,8913.16,9001.44,8910.97
2020-01-24,9141.47,9266.35,9272.37,9101.44
2020-01-23,9216.98,9186.14,9221.13,9145.23
2020-01-22,9188.58,9212.35,9242.48,9179.27
2020-01-21,9166.63,9145.64,9187.42,9141.78
2020-01-17,9173.73,9159.48,9176.47,9118.98
2020-01-16,9125.0,9088.08,9126.07,9066.31
2020-01-15,9035.67,9039.31,9078.87,9008.95
2020-01-14,9033.42,9068.02,9080.16,9020.92
2020-01-13,9070.65,9007.94,9071.53,8991.35
2020-01-10,8966.64,9021.88,9024.87,8951.83
2020-01-09,8989.63,8990.04,9004.55,8938.53
2020-01-08,8912.37,8845.45,8953.55,8834.94
2020-01-07,8846.45,8857.14,8872.47,8821.68
2020-01-06,8848.51,8713.89,8849.98,8713.89
2020-01-03,8793.9,8755.17,8843.65,8755.17
2020-01-02,8872.22,8802.22,8873.63,8786.9
2019-12-31,8733.07,8681.33,8735.43,8674.38
2019-12-30,8709.73,8766.39,8768.29,8671.92
2019-12-27,8770.98,8805.86,8811.1,8749.86
2019-12-26,8778.31,8717.95,8778.33,8716.03
2019-12-24,8699.51,8705.3,8708.22,8684.12
2019-12-23,8696.01,8703.06,8710.9,8690.14
2019-12-20,8678.49,8666.57,8687.66,8656.48
2019-12-19,8641.29,8592.68,8642.74,8592.68
2019-12-18,8580.62,8587.2,8608.1,8578.56
2019-12-17,8575.7,8586.33,8592.45,8564.15
2019-12-16,8570.33,8544.26,8584.78,8542.42
2019-12-13,8487.71,8461.42,8517.52,8441.88
2019-12-12,8466.89,8391.92,8493.11,8380.09
2019-12-11,8402.61,8371.65,8408.08,8361.37
2019-12-10,8354.29,8364.55,8392.89,8339.37
2019-12-09,8362.74,8388.75,8425.77,8359.87
2019-12-06,8397.37,8370.23,8405.85,8365.25
2019-12-05,8308.4,8321.19,8321.19,8272.83
2019-12-04,8296.53,8291.86,8316.46,8285.88
2019-12-03,8254.74,8201.63,8258.41,8167.35
2019-12-02,8309.26,8409.87,8409.87,8274.61
2019-11-29,8403.68,8422.02,8435.96,8402.13
2019-11-27,8444.71,8407.24,8445.61,8399.63
2019-11-26,8385.75,8374.26,8398.04,8364.12
2019-11-25,8371.93,8309.55,8372.82,8309.55
2019-11-22,8272.05,8287.25,8292.11,8229.49
2019-11-21,8265.62,8273.95,8282.33,8242.22
2019-11-20,8283.75,8315.55,8339.26,8226.25
2019-11-19,8338.74,8357.43,8357.8,8308.28
2019-11-18,8328.48,8303.22,8340.41,8274.68
2019-11-15,8315.52,8303.84,8315.9,8284.21
2019-11-14,8257.83,8238.85,8264.94,8212.59
2019-11-13,8259.81,8235.68,8274.61,8233.38
2019-11-12,8263.79,8249.62,8293.18,8238.33
2019-11-11,8241.91,8212.37,8245.89,8202.36
2019-11-08,8255.89,8208.37,8256.29,8186.31
2019-11-07,8219.65,8237.68,8271.82,8198.91
2019-11-06,8196.03,8204.34,8204.34,8157.36
2019-11-05,8210.17,8225.34,8229.09,8191.05
2019-11-04,8210.66,8218.93,8228.33,8197.32
2019-11-01,8161.17,8121.95,8161.98,8111.73
2019-10-31,8083.83,8100.62,8110.44,8041.65
2019-10-30,8083.11,8056.9,8096.33,8017.92
2019-10-29,8047.51,8101.55,8108.61,8045.64
2019-10-28,8110.67,8071.39,8119.73,8070.9
2019-10-25,8029.22,7926.6,8033.29,7926.6
2019-10-24,7966.72,7956.23,7969.66,7912.72
2019-10-23,7889.47,7858.48,7890.21,7845.09
2019-10-22,7874.62,7968.25,7977.01,7871.98
2019-10-21,7940.33,7911.58,7941.48,7887.74
2019-10-18,7868.49,7938.3,7946.81,7829.75
2019-10-17,7942.14,7976.64,7981.14,7914.94
2019-10-16,7920.21,7911.99,7941.76,7898.31
2019-10-15,7942.85,7867.96,7960.14,7863.65
2019-10-14,7842.33,7834.75,7865.67,7827.16
2019-10-11,7843.88,7835.93,7904.05,7831.11
2019-10-10,7740.36,7688.42,7772.68,7682.61
2019-10-09,7690.53,7678.66,7717.94,7655.48
2019-10-08,7604.27,7671.38,7707.17,7603.76
2019-10-07,7725.13,7725.68,7784.79,7712.68
2019-10-04,7754.1,7677.33,7759.36,7670.92
2019-10-03,7638.4,7557.19,7640.42,7463.57
2019-10-02,7550.79,7627.59,7631.34,7513.69
2019-10-01,7684.14,7782.82,7821.73,7675.42
2019-09-30,7749.45,7705.97,7761.84,7693.49
2019-09-27,7681.58,7786.03,7790.8,7626.82
2019-09-26,7771.99,7794.28,7798.12,7718.69
2019-09-25,7803.54,7706.5,7822.43,7647.63
2019-09-24,7710.04,7855.97,7873.25,7684.8
2019-09-23,7818.61,7815.23,7842.98,7790.29
2019-09-20,7823.55,7901.46,7920.53,7794.27
2019-09-19,7901.79,7904.4,7950.21,7888.31
2019-09-18,7888.56,7877.58,7891.17,7791.58
2019-09-17,7888.79,7849.88,7891.21,7840.99
2019-09-16,7852.41,7833.73,7868.73,7831.76
2019-09-13,7892.96,7903.73,7923.41,7879.59
2019-09-12,7917.34,7931.96,7975.33,7907.33
2019-09-11,7887.58,7820.71,7888.34,7812.07
2019-09-10,7814.74,7793.27,7817.58,7743.62
2019-09-09,7832.4,7876.4,7877.41,7795.86
2019-09-06,7852.54,7868.87,7874.99,7835.89
2019-09-05,7862.54,7803.45,7879.97,7803.45
2019-09-04,7719.25,7683.78,7724.91,7663.64
2019-09-03,7609.51,7634.03,7670.17,7584.82
2019-08-30,7691.0,7743.23,7747.08,7642.9
2019-08-29,7702.31,7678.69,7723.94,7654.31
2019-08-28,7587.9,7536.7,7598.15,7500.22
2019-08-27,7566.03,7630.46,7640.68,7531.96
2019-08-26,7575.02,7540.69,7577.77,7506.17
2019-08-23,7465.0,7658.48,7722.43,7442.93
2019-08-22,7707.43,7750.98,7764.79,7649.28
2019-08-21,7733.22,7731.75,7754.66,7706.57
2019-08-20,7664.47,7708.31,7731.31,7664.21
2019-08-19,7719.32,7715.41,7740.74,7688.09
2019-08-16,7604.11,7548.9,7622.73,7548.9
2019-08-15,7484.89,7503.14,7523.5,7429.36
2019-08-14,7490.13,7594.64,7621.7,7480.58
2019-08-13,7728.15,7561.68,7778.34,7553.33
2019-08-12,7561.68,7597.19,7623.44,7528.95
2019-08-09,7646.27,7684.56,7709.5,7591.14
2019-08-08,7724.83,7608.03,7726.46,7576.82
2019-08-07,7551.9,7436.14,7569.9,7386.39
2019-08-06,7521.32,7492.02,7541.74,7432.31
2019-08-05,7415.69,7510.02,7528.9,7356.27
2019-08-02,7692.8,7740.91,7755.09,7645.17
2019-08-01,7801.15,7866.6,8000.94,7769.02
2019-07-31,7848.78,7972.76,7979.2,7774.93
2019-07-30,7952.47,7927.56,7983.11,7923.45
2019-07-29,7989.08,8010.05,8010.05,7939.98
2019-07-26,8016.95,7992.13,8027.18,7986.72
2019-07-25,7929.87,7979.14,7983.96,7921.21
2019-07-24,8010.6,7928.78,8010.83,7926.98
2019-07-23,7954.56,7946.05,7955.09,7895.05
2019-07-22,7905.12,7862.38,7918.47,7862.27
2019-07-19,7834.9,7944.86,7950.23,7832.39
2019-07-18,7904.13,7850.12,7912.33,7827.49
2019-07-17,7888.76,7927.91,7941.1,7887.98
2019-07-16,7927.08,7958.44,7965.76,7904.95
2019-07-15,7966.93,7961.07,7969.79,7940.45
2019-07-12,7943.24,7908.58,7944.08,7900.39
2019-07-11,7896.78,7918.65,7934.6,7873.16
2019-07-10,7903.4,7869.73,7923.93,7858.68
2019-07-09,7826.86,7748.29,7833.92,7748.23
2019-07-08,7785.79,7790.46,7792.2,7756.11
2019-07-05,7841.3,7806.07,7854.71,7774.59
2019-07-03,7857.69,7819.06,7857.69,7811.29
2019-07-02,7799.82,7763.03,7800.47,7746.01
2019-07-01,7768.14,7816.56,7820.81,7735.67
2019-06-28,7671.07,7674.52,7682.26,7639.44
2019-06-27,7657.05,7656.68,7672.98,7636.72
2019-06-26,7627.05,7642.92,7688.64,7616.91
2019-06-25,7591.54,7720.91,7723.04,7584.16
2019-06-24,7723.02,7737.01,7746.68,7720.78
2019-06-21,7728.78,7719.42,7772.53,7708.24
2019-06-20,7738.06,7770.17,7770.61,7681.43
2019-06-19,7667.74,7652.52,7681.56,7606.28
2019-06-18,7635.4,7606.61,7689.08,7595.59
2019-06-17,7526.52,7500.28,7546.99,7492.17
2019-06-14,7479.11,7476.47,7500.74,7454.87
2019-06-13,7510.68,7500.85,7530.9,7487.09
2019-06-12,7472.29,7493.55,7507.52,7459.2
2019-06-11,7513.85,7584.75,7595.57,7489.99
2019-06-10,7501.93,7472.6,7573.0,7468.16
