"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 27, 2020","4,440.09","4,517.42","4,529.70","4,427.37","-","-4.01%"
"Feb 26, 2020","4,625.65","4,653.13","4,690.88","4,602.03","-","-0.72%"
"Feb 25, 2020","4,659.29","4,782.11","4,785.71","4,640.99","-","-1.63%"
"Feb 24, 2020","4,736.72","4,735.47","4,765.06","4,701.17","-","-3.31%"
"Feb 21, 2020","4,899.06","4,880.84","4,939.56","4,863.03","-","-0.75%"
"Feb 20, 2020","4,935.88","4,969.57","4,983.28","4,901.74","-","-1.28%"
"Feb 19, 2020","4,999.74","5,015.95","5,031.56","4,984.14","-","-0.21%"
"Feb 18, 2020","5,010.49","5,009.53","5,040.72","5,002.01","-","-0.23%"
"Feb 17, 2020","5,022.03","5,029.99","5,033.27","5,009.33","-","-0.24%"
"Feb 14, 2020","5,034.36","5,039.53","5,041.37","5,011.33","-","0.54%"
"Feb 13, 2020","5,007.49","5,031.01","5,036.01","4,976.92","-","-0.76%"
"Feb 12, 2020","5,045.90","5,004.98","5,077.69","5,004.98","-","1.22%"
"Feb 11, 2020","4,985.26","4,913.85","5,015.71","4,909.24","-","2.15%"
